n,tp_rate_pct,sl_rate_pct,time_rate_pct,win_rate_pct,avg_net_pct,expectancy_pct,median_net_pct,avg_gross_pct,avg_mae_pct,avg_mfe_pct,worst_mae_pct,best_mfe_pct,avg_hold_bars,avg_time_to_tp,avg_time_to_sl,sharpe_per_trade,combo,mode,tp,sl,scope,bucket
203838,0.14,5.94,93.92,48.75,0.404,0.404,-0.137,0.704,-3.957,5.011,-98.17,287.14,4.87,3.65,2.84,0.064,TP10xATR/SL3xATR,atr,10.0,3.0,Full,"[0.60, 0.65)"
66999,0.16,6.24,93.6,52.95,1.166,1.166,0.368,1.466,-4.29,6.197,-72.69,995.48,4.84,3.72,2.53,0.16,TP10xATR/SL3xATR,atr,10.0,3.0,Full,"[0.65, 0.70)"
8054,0.36,5.51,94.13,63.67,4.002,4.002,2.705,4.302,-4.42,9.536,-43.95,162.62,4.87,3.31,2.69,0.413,TP10xATR/SL3xATR,atr,10.0,3.0,Full,"[0.70, 0.75)"
796,1.76,13.94,84.3,58.17,6.079,6.079,4.029,6.379,-3.272,10.134,-22.12,54.81,4.71,3.29,3.14,0.554,TP10xATR/SL3xATR,atr,10.0,3.0,Full,"[0.75, 0.80)"
7708,0.16,5.16,94.68,32.12,-1.477,-1.477,-1.849,-1.177,-5.067,4.316,-28.29,70.78,4.92,3.92,3.57,-0.244,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.30, 0.35)"
15462,0.09,5.04,94.87,35.07,-1.161,-1.161,-1.462,-0.861,-4.709,4.293,-35.25,60.19,4.92,3.93,3.5,-0.198,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.35, 0.40)"
21296,0.08,5.01,94.91,36.61,-0.911,-0.911,-1.27,-0.611,-4.412,4.234,-33.87,81.24,4.92,3.78,3.42,-0.161,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.40, 0.45)"
38176,0.08,4.95,94.97,38.96,-0.677,-0.677,-1.02,-0.377,-4.252,4.26,-65.31,64.7,4.92,3.75,3.48,-0.12,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.45, 0.50)"
45619,0.07,4.74,95.19,41.24,-0.485,-0.485,-0.774,-0.185,-4.055,4.191,-49.33,71.49,4.93,3.97,3.44,-0.089,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.50, 0.55)"
50132,0.09,5.23,94.68,43.28,-0.268,-0.268,-0.486,0.032,-3.811,4.111,-64.03,81.6,4.91,4.02,3.23,-0.051,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.55, 0.60)"
30057,0.14,5.71,94.15,44.25,-0.174,-0.174,-0.339,0.126,-3.737,4.096,-37.43,64.29,4.89,3.39,3.09,-0.033,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.60, 0.65)"
10938,0.08,5.36,94.56,46.19,0.258,0.258,-0.3,0.558,-4.141,5.079,-63.44,81.6,4.89,3.89,2.91,0.041,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.65, 0.70)"
1209,0.17,3.8,96.03,46.9,0.969,0.969,-0.207,1.269,-4.435,6.467,-29.86,65.22,4.92,3.5,2.98,0.122,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.70, 0.75)"
67,8.96,13.43,77.61,23.88,0.622,0.622,-0.217,0.922,-1.608,3.163,-13.6,21.18,4.57,3.5,2.78,0.112,TP10xATR/SL3xATR,atr,10.0,3.0,OOS,"[0.75, 0.80)"
48865,0.18,0.77,99.06,31.56,-1.911,-1.911,-2.235,-1.611,-6.149,4.901,-59.53,94.57,4.99,4.06,3.4,-0.264,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.30, 0.35)"
103067,0.11,0.95,98.94,34.66,-1.402,-1.402,-1.771,-1.102,-5.592,4.867,-83.95,245.78,4.98,4.01,2.78,-0.204,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.35, 0.40)"
141982,0.12,1.15,98.72,37.55,-0.907,-0.907,-1.34,-0.607,-5.137,4.942,-82.96,416.39,4.97,4.04,2.28,-0.135,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.40, 0.45)"
257220,0.11,1.28,98.61,40.46,-0.558,-0.558,-0.97,-0.258,-4.794,4.936,-82.59,433.9,4.96,3.97,2.12,-0.085,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.45, 0.50)"
322349,0.11,1.24,98.65,43.49,-0.218,-0.218,-0.603,0.082,-4.458,4.895,-98.16,408.06,4.96,4.06,2.13,-0.034,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.50, 0.55)"
355606,0.12,1.78,98.11,46.4,0.143,0.143,-0.3,0.443,-4.135,4.911,-98.2,226.97,4.94,3.99,1.76,0.023,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.55, 0.60)"
203838,0.14,2.42,97.44,48.89,0.452,0.452,-0.12,0.752,-3.991,5.017,-98.17,287.14,4.92,3.66,1.64,0.072,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.60, 0.65)"
66999,0.17,3.15,96.69,53.1,1.22,1.22,0.385,1.52,-4.323,6.206,-72.69,995.48,4.89,3.71,1.47,0.169,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.65, 0.70)"
8054,0.36,2.92,96.72,63.83,3.995,3.995,2.736,4.295,-4.507,9.556,-48.16,162.62,4.91,3.31,2.28,0.408,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.70, 0.75)"
796,1.76,6.16,92.09,58.92,6.034,6.034,4.114,6.334,-3.562,10.244,-22.12,54.81,4.87,3.29,3.43,0.534,TP10xATR/SL5xATR,atr,10.0,5.0,Full,"[0.75, 0.80)"
7708,0.16,0.79,99.05,32.3,-1.452,-1.452,-1.81,-1.152,-5.136,4.333,-42.01,70.78,4.98,3.92,3.26,-0.235,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.30, 0.35)"
15462,0.09,0.98,98.93,35.24,-1.131,-1.131,-1.442,-0.831,-4.763,4.307,-43.12,60.19,4.98,3.93,2.56,-0.19,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.35, 0.40)"
21296,0.08,1.01,98.91,36.75,-0.862,-0.862,-1.238,-0.562,-4.443,4.244,-40.71,81.24,4.97,3.78,2.03,-0.152,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.40, 0.45)"
38176,0.08,0.97,98.94,39.06,-0.641,-0.641,-1.004,-0.341,-4.282,4.267,-66.13,64.7,4.97,3.75,2.09,-0.113,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.45, 0.50)"
45619,0.07,1.0,98.93,41.34,-0.456,-0.456,-0.76,-0.156,-4.081,4.195,-49.33,71.49,4.97,3.97,2.13,-0.084,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.50, 0.55)"
50132,0.09,1.43,98.48,43.39,-0.241,-0.241,-0.471,0.059,-3.835,4.115,-64.03,81.6,4.95,4.02,1.81,-0.045,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.55, 0.60)"
30057,0.14,1.92,97.94,44.37,-0.153,-0.153,-0.321,0.147,-3.765,4.1,-49.34,64.29,4.94,3.39,1.77,-0.029,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.60, 0.65)"
10938,0.1,2.05,97.85,46.36,0.297,0.297,-0.276,0.597,-4.165,5.089,-63.44,81.6,4.93,4.0,1.51,0.047,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.65, 0.70)"
1209,0.17,1.99,97.85,46.98,0.96,0.96,-0.206,1.26,-4.478,6.467,-31.22,65.22,4.95,3.5,2.58,0.12,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.70, 0.75)"
67,8.96,5.97,85.07,23.88,0.629,0.629,-0.217,0.929,-1.677,3.164,-16.62,21.18,4.76,3.5,3.25,0.113,TP10xATR/SL5xATR,atr,10.0,5.0,OOS,"[0.75, 0.80)"
